market_ticker,event_ticker,series_ticker,market_type,title,yes_sub_title,no_sub_title,result,result_binary,status,open_time,close_time,expected_expiration_time,strike_date,tipoff_ts_used,tipoff_source,candle_ts,price_at_start_yes_bid,price_at_start_yes_ask,price_at_start_mid,price_at_start_last,n_candles_in_window,volume,open_interest
KXNBA1HSPREAD-26JUN03NYKSAS-SAS5,KXNBA1HSPREAD-26JUN03NYKSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 5.5 points?,San Antonio wins the 1H by over 5.5 points,San Antonio wins the 1H by over 5.5 points,yes,1,finalized,2026-05-31T07:35:00Z,2026-06-04T01:47:51Z,2026-06-04T03:30:00Z,,1780534800,expected_expiration-150m,1780534800,0.31,0.35,0.32999999999999996,0.36,106,148769.93,81733.91
KXNBA1HSPREAD-26JUN03NYKSAS-SAS2,KXNBA1HSPREAD-26JUN03NYKSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 2.5 points?,San Antonio wins the 1H by over 2.5 points,San Antonio wins the 1H by over 2.5 points,yes,1,finalized,2026-05-31T07:35:00Z,2026-06-04T01:47:51Z,2026-06-04T03:30:00Z,,1780534800,expected_expiration-150m,1780534800,0.44,0.55,0.495,0.55,111,490767.63,333030.14
KXNBA1HSPREAD-26JUN03NYKSAS-SAS17,KXNBA1HSPREAD-26JUN03NYKSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 17.5 points?,San Antonio wins the 1H by over 17.5 points,San Antonio wins the 1H by over 17.5 points,no,0,finalized,2026-05-31T07:35:00Z,2026-06-04T01:47:50Z,2026-06-04T03:30:00Z,,1780534800,expected_expiration-150m,1780534800,0.02,0.14,0.08,,54,5622.13,3809.78
KXNBA1HSPREAD-26JUN03NYKSAS-SAS14,KXNBA1HSPREAD-26JUN03NYKSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 14.5 points?,San Antonio wins the 1H by over 14.5 points,San Antonio wins the 1H by over 14.5 points,no,0,finalized,2026-05-31T07:35:00Z,2026-06-04T01:47:50Z,2026-06-04T03:30:00Z,,1780534800,expected_expiration-150m,1780534800,0.05,0.15,0.1,,72,12734.12,10151.87
KXNBA1HSPREAD-26JUN03NYKSAS-SAS11,KXNBA1HSPREAD-26JUN03NYKSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 11.5 points?,San Antonio wins the 1H by over 11.5 points,San Antonio wins the 1H by over 11.5 points,no,0,finalized,2026-05-31T07:35:00Z,2026-06-04T01:47:50Z,2026-06-04T03:30:00Z,,1780534800,expected_expiration-150m,1780534800,0.12,0.31,0.215,0.13,78,23170.74,15112.25
KXNBA1HSPREAD-26JUN03NYKSAS-NYK7,KXNBA1HSPREAD-26JUN03NYKSAS,KXNBA1HSPREAD,spread,Will New York win the 1H by over 7.5 points?,New York wins the 1H by over 7.5 points,New York wins the 1H by over 7.5 points,no,0,finalized,2026-05-31T07:35:00Z,2026-06-04T01:47:52Z,2026-06-04T03:30:00Z,,1780534800,expected_expiration-150m,1780534800,0.26,0.43,0.345,,78,22029.50,16451.50
KXNBA1HSPREAD-26JUN03NYKSAS-NYK4,KXNBA1HSPREAD-26JUN03NYKSAS,KXNBA1HSPREAD,spread,Will New York win the 1H by over 4.5 points?,New York wins the 1H by over 4.5 points,New York wins the 1H by over 4.5 points,no,0,finalized,2026-05-31T07:35:00Z,2026-06-04T01:47:51Z,2026-06-04T03:30:00Z,,1780534800,expected_expiration-150m,1780534800,0.31,0.42,0.365,,91,33298.55,23644.97
KXNBA1HSPREAD-26JUN03NYKSAS-NYK13,KXNBA1HSPREAD-26JUN03NYKSAS,KXNBA1HSPREAD,spread,Will New York win the 1H by over 13.5 points?,New York wins the 1H by over 13.5 points,New York wins the 1H by over 13.5 points,no,0,finalized,2026-05-31T07:35:00Z,2026-06-04T01:47:52Z,2026-06-04T03:30:00Z,,1780534800,expected_expiration-150m,1780534800,0.06,0.21,0.135,,58,4906.34,4630.44
KXNBA1HSPREAD-26JUN03NYKSAS-NYK10,KXNBA1HSPREAD-26JUN03NYKSAS,KXNBA1HSPREAD,spread,Will New York win the 1H by over 10.5 points?,New York wins the 1H by over 10.5 points,New York wins the 1H by over 10.5 points,no,0,finalized,2026-05-31T07:35:00Z,2026-06-04T01:47:52Z,2026-06-04T03:30:00Z,,1780534800,expected_expiration-150m,1780534800,0.22,0.28,0.25,0.22,68,76799.89,53012.32
KXNBA1HSPREAD-26JUN03NYKSAS-NYK1,KXNBA1HSPREAD-26JUN03NYKSAS,KXNBA1HSPREAD,spread,Will New York win the 1H by over 1.5 points?,New York wins the 1H by over 1.5 points,New York wins the 1H by over 1.5 points,no,0,finalized,2026-05-31T07:35:00Z,2026-06-04T01:47:51Z,2026-06-04T03:30:00Z,,1780534800,expected_expiration-150m,1780534800,0.38,0.43,0.405,0.38,95,105682.38,67341.23
KXNBA1HSPREAD-26MAY30SASOKC-OKC23,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 23.5 points?,Oklahoma City wins the 1H by over 23.5 points,Oklahoma City wins the 1H by over 23.5 points,no,0,finalized,2026-05-29T05:16:00Z,2026-05-31T01:18:45Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.0,0.01,0.005,,66,6555.49,6426.17
KXNBA1HSPREAD-26MAY30SASOKC-OKC20,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 20.5 points?,Oklahoma City wins the 1H by over 20.5 points,Oklahoma City wins the 1H by over 20.5 points,no,0,finalized,2026-05-29T05:16:00Z,2026-05-31T01:18:45Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.0,0.01,0.005,,65,1099.56,807.56
KXNBA1HSPREAD-26MAY30SASOKC-SAS16,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 16.5 points?,San Antonio wins the 1H by over 16.5 points,San Antonio wins the 1H by over 16.5 points,no,0,finalized,2026-05-29T05:16:00Z,2026-05-31T01:18:48Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.14,0.16,0.15000000000000002,0.16,62,13051.33,9903.43
KXNBA1HSPREAD-26MAY30SASOKC-SAS19,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 19.5 points?,San Antonio wins the 1H by over 19.5 points,San Antonio wins the 1H by over 19.5 points,no,0,finalized,2026-05-29T05:16:00Z,2026-05-31T01:18:48Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.09,0.1,0.095,0.11,66,23168.46,16077.64
KXNBA1HSPREAD-26MAY30SASOKC-SAS7,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 7.5 points?,San Antonio wins the 1H by over 7.5 points,San Antonio wins the 1H by over 7.5 points,no,0,finalized,2026-05-29T03:35:00Z,2026-05-31T01:18:47Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.46,0.47,0.46499999999999997,0.47,65,115240.60,53413.17
KXNBA1HSPREAD-26MAY30SASOKC-SAS4,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 4.5 points?,San Antonio wins the 1H by over 4.5 points,San Antonio wins the 1H by over 4.5 points,no,0,finalized,2026-05-29T03:35:00Z,2026-05-31T01:18:47Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.59,0.6,0.595,0.6,86,156985.79,66596.53
KXNBA1HSPREAD-26MAY30SASOKC-SAS13,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 13.5 points?,San Antonio wins the 1H by over 13.5 points,San Antonio wins the 1H by over 13.5 points,no,0,finalized,2026-05-29T03:35:00Z,2026-05-31T01:18:47Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.23,0.25,0.24,0.28,62,18913.26,8729.25
KXNBA1HSPREAD-26MAY30SASOKC-SAS10,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 10.5 points?,San Antonio wins the 1H by over 10.5 points,San Antonio wins the 1H by over 10.5 points,no,0,finalized,2026-05-29T03:35:00Z,2026-05-31T01:18:47Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.37,0.39,0.38,0.42,72,34841.03,17793.80
KXNBA1HSPREAD-26MAY30SASOKC-SAS1,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 1.5 points?,San Antonio wins the 1H by over 1.5 points,San Antonio wins the 1H by over 1.5 points,yes,1,finalized,2026-05-29T03:35:00Z,2026-05-31T01:18:46Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.71,0.73,0.72,0.74,103,171506.48,93917.98
KXNBA1HSPREAD-26MAY30SASOKC-OKC8,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 8.5 points?,Oklahoma City wins the 1H by over 8.5 points,Oklahoma City wins the 1H by over 8.5 points,no,0,finalized,2026-05-29T03:35:00Z,2026-05-31T01:18:46Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.05,0.06,0.055,,79,24492.57,14281.75
KXNBA1HSPREAD-26MAY30SASOKC-OKC5,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 5.5 points?,Oklahoma City wins the 1H by over 5.5 points,Oklahoma City wins the 1H by over 5.5 points,no,0,finalized,2026-05-29T03:35:00Z,2026-05-31T01:18:46Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.1,0.12,0.11,0.08,92,32474.89,22145.34
KXNBA1HSPREAD-26MAY30SASOKC-OKC2,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 2.5 points?,Oklahoma City wins the 1H by over 2.5 points,Oklahoma City wins the 1H by over 2.5 points,no,0,finalized,2026-05-29T03:35:00Z,2026-05-31T01:18:46Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.17,0.19,0.18,0.14,110,313747.23,173301.20
KXNBA1HSPREAD-26MAY30SASOKC-OKC17,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 17.5 points?,Oklahoma City wins the 1H by over 17.5 points,Oklahoma City wins the 1H by over 17.5 points,no,0,finalized,2026-05-29T03:35:00Z,2026-05-31T01:18:45Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.0,0.01,0.005,,73,1057.85,796.91
KXNBA1HSPREAD-26MAY30SASOKC-OKC14,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 14.5 points?,Oklahoma City wins the 1H by over 14.5 points,Oklahoma City wins the 1H by over 14.5 points,no,0,finalized,2026-05-29T03:35:00Z,2026-05-31T01:18:45Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.0,0.01,0.005,0.01,64,5432.50,4769.50
KXNBA1HSPREAD-26MAY30SASOKC-OKC11,KXNBA1HSPREAD-26MAY30SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 11.5 points?,Oklahoma City wins the 1H by over 11.5 points,Oklahoma City wins the 1H by over 11.5 points,no,0,finalized,2026-05-29T03:35:00Z,2026-05-31T01:18:46Z,2026-05-31T03:00:00Z,,1780187400,expected_expiration-150m,1780187400,0.02,0.03,0.025,0.02,74,6728.66,5923.92
KXNBA1HSPREAD-26MAY28OKCSAS-SAS23,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 23.5 points?,San Antonio wins the 1H by over 23.5 points,San Antonio wins the 1H by over 23.5 points,no,0,finalized,2026-05-27T08:16:00Z,2026-05-29T01:37:22Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.03,0.05,0.04,0.04,81,8998.67,7997.81
KXNBA1HSPREAD-26MAY28OKCSAS-SAS20,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 20.5 points?,San Antonio wins the 1H by over 20.5 points,San Antonio wins the 1H by over 20.5 points,no,0,finalized,2026-05-27T08:16:00Z,2026-05-29T01:37:22Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.06,0.09,0.075,,72,5374.69,4110.52
KXNBA1HSPREAD-26MAY28OKCSAS-OKC16,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 16.5 points?,Oklahoma City wins the 1H by over 16.5 points,Oklahoma City wins the 1H by over 16.5 points,no,0,finalized,2026-05-27T08:16:00Z,2026-05-29T01:37:24Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.0,0.01,0.005,,73,2687.59,1200.00
KXNBA1HSPREAD-26MAY28OKCSAS-OKC19,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 19.5 points?,Oklahoma City wins the 1H by over 19.5 points,Oklahoma City wins the 1H by over 19.5 points,no,0,finalized,2026-05-27T08:16:00Z,2026-05-29T01:37:24Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.0,0.01,0.005,,70,3234.23,2949.72
KXNBA1HSPREAD-26MAY28OKCSAS-SAS8,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 8.5 points?,San Antonio wins the 1H by over 8.5 points,San Antonio wins the 1H by over 8.5 points,no,0,finalized,2026-05-27T06:35:00Z,2026-05-29T01:37:23Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.45,0.48,0.46499999999999997,0.44,88,129884.07,48476.72
KXNBA1HSPREAD-26MAY28OKCSAS-SAS5,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 5.5 points?,San Antonio wins the 1H by over 5.5 points,San Antonio wins the 1H by over 5.5 points,yes,1,finalized,2026-05-27T06:35:00Z,2026-05-29T01:37:23Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.6,0.63,0.615,0.62,100,112796.26,46097.87
KXNBA1HSPREAD-26MAY28OKCSAS-SAS2,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 2.5 points?,San Antonio wins the 1H by over 2.5 points,San Antonio wins the 1H by over 2.5 points,yes,1,finalized,2026-05-27T06:35:00Z,2026-05-29T01:37:23Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.76,0.77,0.765,0.77,111,276182.91,157144.33
KXNBA1HSPREAD-26MAY28OKCSAS-SAS17,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 17.5 points?,San Antonio wins the 1H by over 17.5 points,San Antonio wins the 1H by over 17.5 points,no,0,finalized,2026-05-27T06:35:00Z,2026-05-29T01:37:22Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.12,0.15,0.135,,77,6933.80,4027.57
KXNBA1HSPREAD-26MAY28OKCSAS-SAS14,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 14.5 points?,San Antonio wins the 1H by over 14.5 points,San Antonio wins the 1H by over 14.5 points,no,0,finalized,2026-05-27T06:35:00Z,2026-05-29T01:37:22Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.23,0.24,0.235,0.25,83,40958.52,19735.47
KXNBA1HSPREAD-26MAY28OKCSAS-SAS11,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 11.5 points?,San Antonio wins the 1H by over 11.5 points,San Antonio wins the 1H by over 11.5 points,no,0,finalized,2026-05-27T06:35:00Z,2026-05-29T01:37:22Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.32,0.34,0.33,0.32,90,91474.38,41900.12
KXNBA1HSPREAD-26MAY28OKCSAS-OKC7,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 7.5 points?,Oklahoma City wins the 1H by over 7.5 points,Oklahoma City wins the 1H by over 7.5 points,no,0,finalized,2026-05-27T06:35:00Z,2026-05-29T01:37:24Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.04,0.05,0.045,,87,13299.70,10463.01
KXNBA1HSPREAD-26MAY28OKCSAS-OKC4,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 4.5 points?,Oklahoma City wins the 1H by over 4.5 points,Oklahoma City wins the 1H by over 4.5 points,no,0,finalized,2026-05-27T06:35:00Z,2026-05-29T01:37:24Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.07,0.08,0.07500000000000001,,90,26104.74,20981.67
KXNBA1HSPREAD-26MAY28OKCSAS-OKC13,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 13.5 points?,Oklahoma City wins the 1H by over 13.5 points,Oklahoma City wins the 1H by over 13.5 points,no,0,finalized,2026-05-27T06:35:00Z,2026-05-29T01:37:24Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.0,0.01,0.005,,71,4024.56,2872.53
KXNBA1HSPREAD-26MAY28OKCSAS-OKC10,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 10.5 points?,Oklahoma City wins the 1H by over 10.5 points,Oklahoma City wins the 1H by over 10.5 points,no,0,finalized,2026-05-27T06:35:00Z,2026-05-29T01:37:24Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.0,0.01,0.005,0.01,77,6056.24,5483.67
KXNBA1HSPREAD-26MAY28OKCSAS-OKC1,KXNBA1HSPREAD-26MAY28OKCSAS,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 1.5 points?,Oklahoma City wins the 1H by over 1.5 points,Oklahoma City wins the 1H by over 1.5 points,no,0,finalized,2026-05-27T06:35:00Z,2026-05-29T01:37:23Z,2026-05-29T03:30:00Z,,1780016400,expected_expiration-150m,1780016400,0.15,0.16,0.155,0.17,102,106526.00,78040.28
KXNBA1HSPREAD-26MAY26SASOKC-SAS18,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 18.5 points?,San Antonio wins the 1H by over 18.5 points,San Antonio wins the 1H by over 18.5 points,no,0,finalized,2026-05-25T06:17:00Z,2026-05-27T01:52:39Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.01,0.02,0.015,,61,3081.37,2774.03
KXNBA1HSPREAD-26MAY26SASOKC-SAS15,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 15.5 points?,San Antonio wins the 1H by over 15.5 points,San Antonio wins the 1H by over 15.5 points,no,0,finalized,2026-05-25T06:17:00Z,2026-05-27T01:52:39Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.02,0.03,0.025,,66,4296.77,3304.26
KXNBA1HSPREAD-26MAY26SASOKC-OKC21,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 21.5 points?,Oklahoma City wins the 1H by over 21.5 points,Oklahoma City wins the 1H by over 21.5 points,no,0,finalized,2026-05-25T06:17:00Z,2026-05-27T01:52:37Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.0,0.01,0.005,,68,1976.73,1951.73
KXNBA1HSPREAD-26MAY26SASOKC-OKC24,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 24.5 points?,Oklahoma City wins the 1H by over 24.5 points,Oklahoma City wins the 1H by over 24.5 points,no,0,finalized,2026-05-25T06:17:00Z,2026-05-27T01:52:36Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.0,0.01,0.005,,67,5141.24,4466.65
KXNBA1HSPREAD-26MAY26SASOKC-SAS9,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 9.5 points?,San Antonio wins the 1H by over 9.5 points,San Antonio wins the 1H by over 9.5 points,no,0,finalized,2026-05-25T05:35:00Z,2026-05-27T01:52:38Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.11,0.13,0.12,,97,12985.89,10194.33
KXNBA1HSPREAD-26MAY26SASOKC-SAS6,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 6.5 points?,San Antonio wins the 1H by over 6.5 points,San Antonio wins the 1H by over 6.5 points,no,0,finalized,2026-05-25T05:35:00Z,2026-05-27T01:52:38Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.2,0.22,0.21000000000000002,0.25,94,32417.55,24967.92
KXNBA1HSPREAD-26MAY26SASOKC-SAS3,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 3.5 points?,San Antonio wins the 1H by over 3.5 points,San Antonio wins the 1H by over 3.5 points,no,0,finalized,2026-05-25T05:35:00Z,2026-05-27T01:52:38Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.33,0.34,0.335,0.34,104,168298.45,115950.20
KXNBA1HSPREAD-26MAY26SASOKC-SAS12,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will San Antonio win the 1H by over 12.5 points?,San Antonio wins the 1H by over 12.5 points,San Antonio wins the 1H by over 12.5 points,no,0,finalized,2026-05-25T05:35:00Z,2026-05-27T01:52:39Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.05,0.07,0.060000000000000005,,84,9863.11,8296.09
KXNBA1HSPREAD-26MAY26SASOKC-OKC9,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 9.5 points?,Oklahoma City wins the 1H by over 9.5 points,Oklahoma City wins the 1H by over 9.5 points,yes,1,finalized,2026-05-25T05:35:00Z,2026-05-27T01:52:37Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.14,0.15,0.14500000000000002,,90,107762.54,40123.78
KXNBA1HSPREAD-26MAY26SASOKC-OKC6,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 6.5 points?,Oklahoma City wins the 1H by over 6.5 points,Oklahoma City wins the 1H by over 6.5 points,yes,1,finalized,2026-05-25T05:35:00Z,2026-05-27T01:52:38Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.24,0.26,0.25,0.26,91,137639.97,48497.67
KXNBA1HSPREAD-26MAY26SASOKC-OKC3,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 3.5 points?,Oklahoma City wins the 1H by over 3.5 points,Oklahoma City wins the 1H by over 3.5 points,yes,1,finalized,2026-05-25T05:35:00Z,2026-05-27T01:52:38Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.37,0.39,0.38,0.39,109,299414.91,129670.09
KXNBA1HSPREAD-26MAY26SASOKC-OKC18,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 18.5 points?,Oklahoma City wins the 1H by over 18.5 points,Oklahoma City wins the 1H by over 18.5 points,no,0,finalized,2026-05-25T05:35:00Z,2026-05-27T01:52:37Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.01,0.02,0.015,,79,6673.26,4522.16
KXNBA1HSPREAD-26MAY26SASOKC-OKC15,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 15.5 points?,Oklahoma City wins the 1H by over 15.5 points,Oklahoma City wins the 1H by over 15.5 points,no,0,finalized,2026-05-25T05:35:00Z,2026-05-27T01:52:37Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.03,0.04,0.035,,69,8435.88,4360.56
KXNBA1HSPREAD-26MAY26SASOKC-OKC12,KXNBA1HSPREAD-26MAY26SASOKC,KXNBA1HSPREAD,spread,Will Oklahoma City win the 1H by over 12.5 points?,Oklahoma City wins the 1H by over 12.5 points,Oklahoma City wins the 1H by over 12.5 points,no,0,finalized,2026-05-25T05:35:00Z,2026-05-27T01:52:37Z,2026-05-27T03:30:00Z,,1779843600,expected_expiration-150m,1779843600,0.07,0.09,0.08,,93,79428.49,56699.30
KXNBA1HSPREAD-26MAY25NYKCLE-NYK22,KXNBA1HSPREAD-26MAY25NYKCLE,KXNBA1HSPREAD,spread,Will New York win the 1H by over 22.5 points?,New York wins the 1H by over 22.5 points,New York wins the 1H by over 22.5 points,no,0,finalized,2026-05-24T04:16:00Z,2026-05-26T01:14:53Z,2026-05-26T03:00:00Z,,1779755400,expected_expiration-150m,1779755400,0.0,0.03,0.015,0.03,48,119579.64,46331.61
KXNBA1HSPREAD-26MAY25NYKCLE-NYK19,KXNBA1HSPREAD-26MAY25NYKCLE,KXNBA1HSPREAD,spread,Will New York win the 1H by over 19.5 points?,New York wins the 1H by over 19.5 points,New York wins the 1H by over 19.5 points,no,0,finalized,2026-05-24T04:16:00Z,2026-05-26T01:14:53Z,2026-05-26T03:00:00Z,,1779755400,expected_expiration-150m,1779755400,0.0,0.06,0.03,,50,95986.07,42525.43
KXNBA1HSPREAD-26MAY25NYKCLE-CLE17,KXNBA1HSPREAD-26MAY25NYKCLE,KXNBA1HSPREAD,spread,Will Cleveland win the 1H by over 17.5 points?,Cleveland wins the 1H by over 17.5 points,Cleveland wins the 1H by over 17.5 points,no,0,finalized,2026-05-24T04:16:00Z,2026-05-26T01:14:48Z,2026-05-26T03:00:00Z,,1779755400,expected_expiration-150m,1779755400,0.0,0.02,0.01,0.01,48,6978.81,6978.81
KXNBA1HSPREAD-26MAY25NYKCLE-CLE20,KXNBA1HSPREAD-26MAY25NYKCLE,KXNBA1HSPREAD,spread,Will Cleveland win the 1H by over 20.5 points?,Cleveland wins the 1H by over 20.5 points,Cleveland wins the 1H by over 20.5 points,no,0,finalized,2026-05-24T04:16:00Z,2026-05-26T01:14:47Z,2026-05-26T03:00:00Z,,1779755400,expected_expiration-150m,1779755400,0.0,0.01,0.005,,52,1738.30,1522.05
KXNBA1HSPREAD-26MAY25NYKCLE-NYK7,KXNBA1HSPREAD-26MAY25NYKCLE,KXNBA1HSPREAD,spread,Will New York win the 1H by over 7.5 points?,New York wins the 1H by over 7.5 points,New York wins the 1H by over 7.5 points,yes,1,finalized,2026-05-24T03:35:00Z,2026-05-26T01:14:51Z,2026-05-26T03:00:00Z,,1779755400,expected_expiration-150m,1779755400,0.38,0.4,0.39,0.4,81,47041.73,16331.21
