market_ticker,event_ticker,series_ticker,market_type,title,yes_sub_title,no_sub_title,result,result_binary,status,open_time,close_time,expected_expiration_time,volume,open_interest,tipoff_ts_used,tipoff_source,candle_ts,price_at_start_yes_bid,price_at_start_yes_ask,price_at_start_mid,price_at_start_last,n_candles_in_window
KXNBAGAME-26MAY26SASOKC-SAS,KXNBAGAME-26MAY26SASOKC,KXNBAGAME,game_winner,Game 5: San Antonio at Oklahoma City Winner?,San Antonio,San Antonio,no,0,finalized,2026-05-21T03:26:00Z,2026-05-27T03:17:28Z,2026-05-27T03:30:00Z,35617439.95,22978916.42,1779843600,expected_expiration-150m,1779843600,0.43,0.44,0.435,0.44,111
KXNBAGAME-26MAY30SASOKC-OKC,KXNBAGAME-26MAY30SASOKC,KXNBAGAME,game_winner,Game 7: San Antonio at Oklahoma City Winner?,Oklahoma City,Oklahoma City,no,0,finalized,2026-05-29T16:00:00Z,2026-05-31T02:50:36Z,2026-05-31T03:00:00Z,108750.56,86273.41,1780187400,expected_expiration-150m,1780187400,0.36,0.39,0.375,0.36,69
KXNBAGAME-26JUN03NYKSAS-SAS,KXNBAGAME-26JUN03NYKSAS,KXNBAGAME,game_winner,Game 1: New York at San Antonio Winner?,San Antonio,San Antonio,no,0,finalized,2026-05-31T03:14:00Z,2026-06-04T03:16:00Z,2026-06-04T03:30:00Z,33578429.98,19357407.89,1780534800,expected_expiration-150m,1780534800,0.62,0.63,0.625,0.62,111
KXNBAGAME-26MAY24OKCSAS-SAS,KXNBAGAME-26MAY24OKCSAS,KXNBAGAME,game_winner,Game 4: Oklahoma City at San Antonio Winner?,San Antonio,San Antonio,yes,1,finalized,2026-05-16T13:57:00Z,2026-05-25T02:52:29Z,2026-05-25T03:00:00Z,17625730.12,10609630.97,1779669000,expected_expiration-150m,1779669000,0.74,0.75,0.745,0.75,111
KXNBAGAME-26MAY24OKCSAS-OKC,KXNBAGAME-26MAY24OKCSAS,KXNBAGAME,game_winner,Game 4: Oklahoma City at San Antonio Winner?,Oklahoma City,Oklahoma City,no,0,finalized,2026-05-16T13:57:00Z,2026-05-25T02:52:29Z,2026-05-25T03:00:00Z,34963480.74,25879378.45,1779669000,expected_expiration-150m,1779669000,0.25,0.26,0.255,0.26,111
KXNBAGAME-26MAY22OKCSAS-SAS,KXNBAGAME-26MAY22OKCSAS,KXNBAGAME,game_winner,Game 3: Oklahoma City at San Antonio Winner?,San Antonio,San Antonio,no,0,finalized,2026-05-16T13:57:00Z,2026-05-23T03:25:21Z,2026-05-23T03:30:00Z,31826279.34,19088750.30,1779498000,expected_expiration-150m,1779498000,0.63,0.65,0.64,0.65,111
KXNBAGAME-26MAY26SASOKC-OKC,KXNBAGAME-26MAY26SASOKC,KXNBAGAME,game_winner,Game 5: San Antonio at Oklahoma City Winner?,Oklahoma City,Oklahoma City,yes,1,finalized,2026-05-21T03:26:00Z,2026-05-27T03:17:28Z,2026-05-27T03:30:00Z,20095486.43,11831267.13,1779843600,expected_expiration-150m,1779843600,0.57,0.58,0.575,0.58,111
KXNBAGAME-26MAY22OKCSAS-OKC,KXNBAGAME-26MAY22OKCSAS,KXNBAGAME,game_winner,Game 3: Oklahoma City at San Antonio Winner?,Oklahoma City,Oklahoma City,yes,1,finalized,2026-05-16T13:57:00Z,2026-05-23T03:25:21Z,2026-05-23T03:30:00Z,24133763.13,12721376.34,1779498000,expected_expiration-150m,1779498000,0.35,0.36,0.355,0.36,111
KXNBAGAME-26MAY23NYKCLE-CLE,KXNBAGAME-26MAY23NYKCLE,KXNBAGAME,game_winner,Game 3: New York at Cleveland Winner?,Cleveland,Cleveland,no,0,finalized,2026-05-18T03:39:00Z,2026-05-24T02:47:09Z,2026-05-24T03:00:00Z,20739544.37,12544750.34,1779582600,expected_expiration-150m,1779582600,0.43,0.44,0.435,0.43,111
KXNBAGAME-26MAY20SASOKC-OKC,KXNBAGAME-26MAY20SASOKC,KXNBAGAME,game_winner,Game 2: San Antonio at Oklahoma City Winner?,Oklahoma City,Oklahoma City,yes,1,finalized,2026-05-16T13:57:00Z,2026-05-21T03:07:13Z,2026-05-21T03:30:00Z,14793058.55,8648098.95,1779325200,expected_expiration-150m,1779325200,0.63,0.64,0.635,0.64,111
KXNBAGAME-26MAY23NYKCLE-NYK,KXNBAGAME-26MAY23NYKCLE,KXNBAGAME,game_winner,Game 3: New York at Cleveland Winner?,New York,New York,yes,1,finalized,2026-05-18T03:39:00Z,2026-05-24T02:47:09Z,2026-05-24T03:00:00Z,24569916.81,14475866.87,1779582600,expected_expiration-150m,1779582600,0.56,0.57,0.565,0.57,111
KXNBAGAME-26MAY30SASOKC-SAS,KXNBAGAME-26MAY30SASOKC,KXNBAGAME,game_winner,Game 7: San Antonio at Oklahoma City Winner?,San Antonio,San Antonio,yes,1,finalized,2026-05-29T16:00:00Z,2026-05-31T02:50:36Z,2026-05-31T03:00:00Z,122799.21,92125.13,1780187400,expected_expiration-150m,1780187400,0.62,0.64,0.63,0.64,73
KXNBAGAME-26MAY21CLENYK-CLE,KXNBAGAME-26MAY21CLENYK,KXNBAGAME,game_winner,Game 2: Cleveland at New York Winner?,Cleveland,Cleveland,no,0,finalized,2026-05-18T03:39:00Z,2026-05-22T02:44:24Z,2026-05-22T03:00:00Z,23212275.75,14901924.71,1779409800,expected_expiration-150m,1779409800,0.38,0.39,0.385,0.39,111
KXNBAGAME-26JUN05NYKSAS-NYK,KXNBAGAME-26JUN05NYKSAS,KXNBAGAME,game_winner,Game 2: New York at San Antonio Winner?,New York,New York,yes,1,finalized,2026-05-31T03:14:00Z,2026-06-06T03:29:37Z,2026-06-06T03:30:00Z,62029076.01,26238837.92,1780707600,expected_expiration-150m,1780707600,0.25,0.26,0.255,0.26,111
KXNBAGAME-26MAY18SASOKC-SAS,KXNBAGAME-26MAY18SASOKC,KXNBAGAME,game_winner,Game 1: San Antonio at Oklahoma City Winner?,San Antonio,San Antonio,yes,1,finalized,2026-05-16T13:57:00Z,2026-05-19T03:45:08Z,2026-05-19T03:30:00Z,37585684.19,15868906.55,1779152400,expected_expiration-150m,1779152400,0.28,0.29,0.28500000000000003,0.29,111
KXNBAGAME-26MAY13CLEDET-DET,KXNBAGAME-26MAY13CLEDET,KXNBAGAME,game_winner,Game 5: Cleveland at Detroit Winner?,Detroit,Detroit,no,0,finalized,2026-05-10T01:06:00Z,2026-05-14T03:07:37Z,2026-05-13T20:00:00Z,21241841.01,8733196.04,1778693400,expected_expiration-150m,1778693400,0.61,0.62,0.615,0.62,111
KXNBAGAME-26MAY13CLEDET-CLE,KXNBAGAME-26MAY13CLEDET,KXNBAGAME,game_winner,Game 5: Cleveland at Detroit Winner?,Cleveland,Cleveland,yes,1,finalized,2026-05-10T01:06:00Z,2026-05-14T03:07:37Z,2026-05-13T20:00:00Z,21962009.55,8734939.56,1778693400,expected_expiration-150m,1778693400,0.38,0.39,0.385,0.39,111
KXNBAGAME-26MAY12MINSAS-SAS,KXNBAGAME-26MAY12MINSAS,KXNBAGAME,game_winner,Game 5: Minnesota at San Antonio Winner?,San Antonio,San Antonio,yes,1,finalized,2026-05-07T07:06:00Z,2026-05-13T02:42:52Z,2026-05-12T20:00:00Z,9717083.02,6344029.97,1778607000,expected_expiration-150m,1778607000,0.77,0.78,0.775,0.78,111
KXNBAGAME-26MAY20SASOKC-SAS,KXNBAGAME-26MAY20SASOKC,KXNBAGAME,game_winner,Game 2: San Antonio at Oklahoma City Winner?,San Antonio,San Antonio,no,0,finalized,2026-05-16T13:57:00Z,2026-05-21T03:07:13Z,2026-05-21T03:30:00Z,42095720.57,25602073.52,1779325200,expected_expiration-150m,1779325200,0.36,0.37,0.365,0.37,111
KXNBAGAME-26MAY11DETCLE-DET,KXNBAGAME-26MAY11DETCLE,KXNBAGAME,game_winner,Game 4: Detroit at Cleveland Winner?,Detroit,Detroit,no,0,finalized,2026-05-04T15:06:00Z,2026-05-12T02:42:19Z,2026-05-12T03:00:00Z,21617599.53,12498068.25,1778545800,expected_expiration-150m,1778545800,0.37,0.38,0.375,0.38,111
KXNBAGAME-26MAY11DETCLE-CLE,KXNBAGAME-26MAY11DETCLE,KXNBAGAME,game_winner,Game 4: Detroit at Cleveland Winner?,Cleveland,Cleveland,yes,1,finalized,2026-05-04T15:06:00Z,2026-05-12T02:42:19Z,2026-05-12T03:00:00Z,11215688.25,6156191.95,1778545800,expected_expiration-150m,1778545800,0.62,0.63,0.625,0.63,111
KXNBAGAME-26MAY05CLEDET-DET,KXNBAGAME-26MAY05CLEDET,KXNBAGAME,game_winner,Game 1: Cleveland at Detroit Winner?,Detroit,Detroit,yes,1,finalized,2026-05-04T15:05:00Z,2026-05-06T01:40:06Z,2026-05-06T02:00:00Z,8154592.45,4560806.60,1778023800,expected_expiration-150m,1778023800,0.84,0.85,0.845,0.85,111
KXNBAGAME-26MAY18SASOKC-OKC,KXNBAGAME-26MAY18SASOKC,KXNBAGAME,game_winner,Game 1: San Antonio at Oklahoma City Winner?,Oklahoma City,Oklahoma City,no,0,finalized,2026-05-16T13:57:00Z,2026-05-19T03:45:08Z,2026-05-19T03:30:00Z,29116362.89,10866214.52,1779152400,expected_expiration-150m,1779152400,0.71,0.72,0.715,0.72,111
KXNBAGAME-26MAY09DETCLE-DET,KXNBAGAME-26MAY09DETCLE,KXNBAGAME,game_winner,Game 3: Detroit at Cleveland Winner?,Detroit,Detroit,no,0,finalized,2026-05-04T15:05:00Z,2026-05-09T21:54:02Z,2026-05-09T22:00:00Z,19848036.53,8377251.50,1778355000,expected_expiration-150m,1778355000,0.38,0.39,0.385,0.38,111
KXNBAGAME-26MAY09DETCLE-CLE,KXNBAGAME-26MAY09DETCLE,KXNBAGAME,game_winner,Game 3: Detroit at Cleveland Winner?,Cleveland,Cleveland,yes,1,finalized,2026-05-04T15:05:00Z,2026-05-09T21:54:02Z,2026-05-09T22:00:00Z,12114749.47,6046218.67,1778355000,expected_expiration-150m,1778355000,0.62,0.63,0.625,0.63,111
KXNBAGAME-26MAY15SASMIN-SAS,KXNBAGAME-26MAY15SASMIN,KXNBAGAME,game_winner,Game 6: San Antonio at Minnesota Winner?,San Antonio,San Antonio,yes,1,finalized,2026-05-11T04:06:00Z,2026-05-16T04:25:14Z,2026-05-15T20:00:00Z,8673993.17,5716123.49,1778866200,expected_expiration-150m,1778866200,0.65,0.66,0.655,0.66,111
KXNBAGAME-26MAY07CLEDET-DET,KXNBAGAME-26MAY07CLEDET,KXNBAGAME,game_winner,Game 2: Cleveland at Detroit Winner?,Detroit,Detroit,yes,1,finalized,2026-05-04T15:05:00Z,2026-05-08T01:43:20Z,2026-05-08T02:00:00Z,11098212.51,6939891.78,1778196600,expected_expiration-150m,1778196600,0.68,0.69,0.685,0.69,111
KXNBAGAME-26MAY28OKCSAS-SAS,KXNBAGAME-26MAY28OKCSAS,KXNBAGAME,game_winner,Game 6: Oklahoma City at San Antonio Winner?,San Antonio,San Antonio,yes,1,finalized,2026-05-25T03:05:00Z,2026-05-29T02:59:18Z,2026-05-29T03:30:00Z,14995056.08,10039913.31,1780016400,expected_expiration-150m,1780016400,0.69,0.71,0.7,0.71,111
KXNBAGAME-26JUN05NYKSAS-SAS,KXNBAGAME-26JUN05NYKSAS,KXNBAGAME,game_winner,Game 2: New York at San Antonio Winner?,San Antonio,San Antonio,no,0,finalized,2026-05-31T03:14:00Z,2026-06-06T03:29:37Z,2026-06-06T03:30:00Z,46853856.63,23372797.43,1780707600,expected_expiration-150m,1780707600,0.74,0.75,0.745,0.75,111
KXNBAGAME-26MAY04PHINYK-PHI,KXNBAGAME-26MAY04PHINYK,KXNBAGAME,game_winner,Game 1: Philadelphia at New York Winner?,Philadelphia,Philadelphia,no,0,finalized,2026-05-03T02:55:00Z,2026-05-05T02:47:49Z,2026-05-05T03:00:00Z,15222984.43,10719123.82,1777941000,expected_expiration-150m,1777941000,0.29,0.3,0.295,0.3,111
KXNBAGAME-26MAY07CLEDET-CLE,KXNBAGAME-26MAY07CLEDET,KXNBAGAME,game_winner,Game 2: Cleveland at Detroit Winner?,Cleveland,Cleveland,no,0,finalized,2026-05-04T15:05:00Z,2026-05-08T01:43:20Z,2026-05-08T02:00:00Z,13294163.10,7288857.52,1778196600,expected_expiration-150m,1778196600,0.32,0.33,0.325,0.32,111
KXNBAGAME-26MAY05LALOKC-OKC,KXNBAGAME-26MAY05LALOKC,KXNBAGAME,game_winner,Game 1: Los Angeles L at Oklahoma City Winner?,Oklahoma City,Oklahoma City,yes,1,finalized,2026-05-03T02:55:00Z,2026-05-06T03:07:06Z,2026-05-06T03:30:00Z,10016017.26,7093144.12,1778029200,expected_expiration-150m,1778029200,0.82,0.83,0.825,0.83,111
KXNBAGAME-26MAY05LALOKC-LAL,KXNBAGAME-26MAY05LALOKC,KXNBAGAME,game_winner,Game 1: Los Angeles L at Oklahoma City Winner?,Los Angeles L,Los Angeles L,no,0,finalized,2026-05-03T02:55:00Z,2026-05-06T03:07:06Z,2026-05-06T03:30:00Z,28021409.71,20582997.49,1778029200,expected_expiration-150m,1778029200,0.17,0.18,0.175,0.17,111
KXNBAGAME-26MAY05CLEDET-CLE,KXNBAGAME-26MAY05CLEDET,KXNBAGAME,game_winner,Game 1: Cleveland at Detroit Winner?,Cleveland,Cleveland,no,0,finalized,2026-05-04T15:05:00Z,2026-05-06T01:40:06Z,2026-05-06T02:00:00Z,13209847.63,6931022.81,1778023800,expected_expiration-150m,1778023800,0.16,0.17,0.165,0.16,111
KXNBAGAME-26MAY04PHINYK-NYK,KXNBAGAME-26MAY04PHINYK,KXNBAGAME,game_winner,Game 1: Philadelphia at New York Winner?,New York,New York,yes,1,finalized,2026-05-03T02:55:00Z,2026-05-05T02:47:49Z,2026-05-05T03:00:00Z,6572869.04,4359435.49,1777941000,expected_expiration-150m,1777941000,0.7,0.71,0.705,0.71,111
KXNBAGAME-26MAY10NYKPHI-PHI,KXNBAGAME-26MAY10NYKPHI,KXNBAGAME,game_winner,Game 4: New York at Philadelphia Winner?,Philadelphia,Philadelphia,no,0,finalized,2026-05-03T02:55:00Z,2026-05-10T22:11:56Z,2026-05-10T22:30:00Z,8610178.53,5162543.76,1778443200,expected_expiration-150m,1778443200,0.17,0.18,0.175,0.18,111
KXNBAGAME-26MAY15DETCLE-DET,KXNBAGAME-26MAY15DETCLE,KXNBAGAME,game_winner,Game 6: Detroit at Cleveland Winner?,Detroit,Detroit,yes,1,finalized,2026-05-12T04:05:00Z,2026-05-16T01:49:31Z,2026-05-15T20:00:00Z,14214379.19,7454195.18,1778866200,expected_expiration-150m,1778866200,0.39,0.4,0.395,0.4,111
KXNBAGAME-26MAY11OKCLAL-OKC,KXNBAGAME-26MAY11OKCLAL,KXNBAGAME,game_winner,Game 4: Oklahoma City at Los Angeles L Winner?,Oklahoma City,Oklahoma City,yes,1,finalized,2026-05-03T02:55:00Z,2026-05-12T05:31:20Z,2026-05-12T05:30:00Z,18927585.85,9681055.52,1778554800,expected_expiration-150m,1778554800,0.85,0.86,0.855,0.86,111
KXNBAGAME-26MAY15DETCLE-CLE,KXNBAGAME-26MAY15DETCLE,KXNBAGAME,game_winner,Game 6: Detroit at Cleveland Winner?,Cleveland,Cleveland,no,0,finalized,2026-05-12T04:05:00Z,2026-05-16T01:49:31Z,2026-05-15T20:00:00Z,14866263.02,7602099.03,1778866200,expected_expiration-150m,1778866200,0.61,0.62,0.615,0.62,111
KXNBAGAME-26MAY07LALOKC-OKC,KXNBAGAME-26MAY07LALOKC,KXNBAGAME,game_winner,Game 2: Los Angeles L at Oklahoma City Winner?,Oklahoma City,Oklahoma City,yes,1,finalized,2026-05-03T02:55:00Z,2026-05-08T04:20:34Z,2026-05-08T04:30:00Z,17584176.47,10087769.36,1778205600,expected_expiration-150m,1778205600,0.89,0.9,0.895,0.89,111
KXNBAGAME-26MAY08NYKPHI-PHI,KXNBAGAME-26MAY08NYKPHI,KXNBAGAME,game_winner,Game 3: New York at Philadelphia Winner?,Philadelphia,Philadelphia,no,0,finalized,2026-05-03T02:55:00Z,2026-05-09T01:51:23Z,2026-05-09T02:00:00Z,14063175.44,7569045.57,1778283000,expected_expiration-150m,1778283000,0.69,0.7,0.695,0.69,111
KXNBAGAME-26MAY09OKCLAL-OKC,KXNBAGAME-26MAY09OKCLAL,KXNBAGAME,game_winner,Game 3: Oklahoma City at Los Angeles L Winner?,Oklahoma City,Oklahoma City,yes,1,finalized,2026-05-03T02:55:00Z,2026-05-10T02:59:11Z,2026-05-10T03:30:00Z,12807695.63,8694987.10,1778374800,expected_expiration-150m,1778374800,0.82,0.83,0.825,0.83,111
KXNBAGAME-26MAY06PHINYK-NYK,KXNBAGAME-26MAY06PHINYK,KXNBAGAME,game_winner,Game 2: Philadelphia at New York Winner?,New York,New York,yes,1,finalized,2026-05-03T02:55:00Z,2026-05-07T01:54:06Z,2026-05-07T02:00:00Z,11888451.15,6758580.90,1778110200,expected_expiration-150m,1778110200,0.75,0.76,0.755,0.76,111
KXNBAGAME-26MAY04MINSAS-SAS,KXNBAGAME-26MAY04MINSAS,KXNBAGAME,game_winner,Game 1: Minnesota at San Antonio Winner?,San Antonio,San Antonio,no,0,finalized,2026-05-01T17:00:00Z,2026-05-05T04:15:21Z,2026-05-04T20:00:00Z,15373138.96,7330251.59,1777915800,expected_expiration-150m,1777915800,0.79,0.8,0.795,0.8,111
KXNBAGAME-26MAY08NYKPHI-NYK,KXNBAGAME-26MAY08NYKPHI,KXNBAGAME,game_winner,Game 3: New York at Philadelphia Winner?,New York,New York,yes,1,finalized,2026-05-03T02:55:00Z,2026-05-09T01:51:23Z,2026-05-09T02:00:00Z,15962667.53,8470598.58,1778283000,expected_expiration-150m,1778283000,0.31,0.32,0.315,0.32,111
KXNBAGAME-26MAY11OKCLAL-LAL,KXNBAGAME-26MAY11OKCLAL,KXNBAGAME,game_winner,Game 4: Oklahoma City at Los Angeles L Winner?,Los Angeles L,Los Angeles L,no,0,finalized,2026-05-03T02:55:00Z,2026-05-12T05:31:20Z,2026-05-12T05:30:00Z,42027212.76,22182272.26,1778554800,expected_expiration-150m,1778554800,0.15,0.16,0.155,0.16,111
KXNBAGAME-26MAY10SASMIN-MIN,KXNBAGAME-26MAY10SASMIN,KXNBAGAME,game_winner,Game 4: San Antonio at Minnesota Winner?,Minnesota,Minnesota,yes,1,finalized,2026-05-01T17:00:00Z,2026-05-11T02:21:15Z,2026-05-10T20:00:00Z,26471634.74,12500985.20,1778434200,expected_expiration-150m,1778434200,0.35,0.36,0.355,0.36,111
KXNBAGAME-26MAY07LALOKC-LAL,KXNBAGAME-26MAY07LALOKC,KXNBAGAME,game_winner,Game 2: Los Angeles L at Oklahoma City Winner?,Los Angeles L,Los Angeles L,no,0,finalized,2026-05-03T02:55:00Z,2026-05-08T04:20:34Z,2026-05-08T04:30:00Z,37664344.34,23522925.16,1778205600,expected_expiration-150m,1778205600,0.1,0.11,0.10500000000000001,0.11,111
KXNBAGAME-26MAY08SASMIN-MIN,KXNBAGAME-26MAY08SASMIN,KXNBAGAME,game_winner,Game 3: San Antonio at Minnesota Winner?,Minnesota,Minnesota,no,0,finalized,2026-05-01T17:00:00Z,2026-05-09T04:30:58Z,2026-05-08T20:00:00Z,22231895.51,13660578.72,1778261400,expected_expiration-150m,1778261400,0.35,0.36,0.355,0.36,111
KXNBAGAME-26MAY06MINSAS-SAS,KXNBAGAME-26MAY06MINSAS,KXNBAGAME,game_winner,Game 2: Minnesota at San Antonio Winner?,San Antonio,San Antonio,yes,1,finalized,2026-05-01T17:00:00Z,2026-05-07T04:23:51Z,2026-05-06T20:00:00Z,6391874.45,4282026.29,1778088600,expected_expiration-150m,1778088600,0.77,0.78,0.775,0.78,111
KXNBAGAME-26MAY08SASMIN-SAS,KXNBAGAME-26MAY08SASMIN,KXNBAGAME,game_winner,Game 3: San Antonio at Minnesota Winner?,San Antonio,San Antonio,yes,1,finalized,2026-05-01T17:00:00Z,2026-05-09T04:30:58Z,2026-05-08T20:00:00Z,13510460.81,7348595.93,1778261400,expected_expiration-150m,1778261400,0.65,0.66,0.655,0.66,111
KXNBAGAME-26MAY01LALHOU-LAL,KXNBAGAME-26MAY01LALHOU,KXNBAGAME,game_winner,Game 6: Los Angeles L at Houston Winner?,Los Angeles L,Los Angeles L,yes,1,finalized,2026-04-30T05:24:00Z,2026-05-02T04:18:30Z,2026-05-02T04:30:00Z,19087987.25,11357206.20,1777687200,expected_expiration-150m,1777687200,0.37,0.38,0.375,0.38,111
KXNBAGAME-26MAY06PHINYK-PHI,KXNBAGAME-26MAY06PHINYK,KXNBAGAME,game_winner,Game 2: Philadelphia at New York Winner?,Philadelphia,Philadelphia,no,0,finalized,2026-05-03T02:55:00Z,2026-05-07T01:54:06Z,2026-05-07T02:00:00Z,17647858.26,10719887.12,1778110200,expected_expiration-150m,1778110200,0.24,0.25,0.245,0.25,111
KXNBAGAME-26MAY01LALHOU-HOU,KXNBAGAME-26MAY01LALHOU,KXNBAGAME,game_winner,Game 6: Los Angeles L at Houston Winner?,Houston,Houston,no,0,finalized,2026-04-30T05:24:00Z,2026-05-02T04:18:30Z,2026-05-02T04:30:00Z,13692087.89,8706777.04,1777687200,expected_expiration-150m,1777687200,0.62,0.63,0.625,0.63,111
KXNBAGAME-26MAY04MINSAS-MIN,KXNBAGAME-26MAY04MINSAS,KXNBAGAME,game_winner,Game 1: Minnesota at San Antonio Winner?,Minnesota,Minnesota,yes,1,finalized,2026-05-01T17:00:00Z,2026-05-05T04:15:21Z,2026-05-04T20:00:00Z,26016819.90,10892038.00,1777915800,expected_expiration-150m,1777915800,0.2,0.21,0.20500000000000002,0.21,110
KXNBAGAME-26MAY28OKCSAS-OKC,KXNBAGAME-26MAY28OKCSAS,KXNBAGAME,game_winner,Game 6: Oklahoma City at San Antonio Winner?,Oklahoma City,Oklahoma City,no,0,finalized,2026-05-25T03:05:00Z,2026-05-29T02:59:18Z,2026-05-29T03:30:00Z,25364979.23,20089354.70,1780016400,expected_expiration-150m,1780016400,0.3,0.31,0.305,0.31,111
KXNBAGAME-26JUN03NYKSAS-NYK,KXNBAGAME-26JUN03NYKSAS,KXNBAGAME,game_winner,Game 1: New York at San Antonio Winner?,New York,New York,yes,1,finalized,2026-05-31T03:14:00Z,2026-06-04T03:16:00Z,2026-06-04T03:30:00Z,44690394.85,21751090.36,1780534800,expected_expiration-150m,1780534800,0.38,0.39,0.385,0.39,111
KXNBAGAME-26APR30BOSPHI-PHI,KXNBAGAME-26APR30BOSPHI,KXNBAGAME,game_winner,Game 6: Boston at Philadelphia Winner?,Philadelphia,Philadelphia,yes,1,finalized,2026-04-29T02:54:00Z,2026-05-01T02:32:56Z,2026-04-30T20:00:00Z,12931759.35,6579481.78,1777570200,expected_expiration-150m,1777570200,0.32,0.33,0.325,0.33,111
KXNBAGAME-26APR30DENMIN-DEN,KXNBAGAME-26APR30DENMIN,KXNBAGAME,game_winner,Game 6: Denver at Minnesota Winner?,Denver,Denver,no,0,finalized,2026-04-28T07:06:00Z,2026-05-01T04:23:43Z,2026-04-30T20:00:00Z,15746234.51,8471895.41,1777570200,expected_expiration-150m,1777570200,0.67,0.68,0.675,0.68,111
KXNBAGAME-26MAY06MINSAS-MIN,KXNBAGAME-26MAY06MINSAS,KXNBAGAME,game_winner,Game 2: Minnesota at San Antonio Winner?,Minnesota,Minnesota,no,0,finalized,2026-05-01T17:00:00Z,2026-05-07T04:23:51Z,2026-05-06T20:00:00Z,19516781.16,14242949.08,1778088600,expected_expiration-150m,1778088600,0.22,0.23,0.225,0.23,111
KXNBAGAME-26APR30BOSPHI-BOS,KXNBAGAME-26APR30BOSPHI,KXNBAGAME,game_winner,Game 6: Boston at Philadelphia Winner?,Boston,Boston,no,0,finalized,2026-04-29T02:54:00Z,2026-05-01T02:32:56Z,2026-04-30T20:00:00Z,11377209.94,7324623.88,1777570200,expected_expiration-150m,1777570200,0.68,0.69,0.685,0.69,109
KXNBAGAME-26APR30DENMIN-MIN,KXNBAGAME-26APR30DENMIN,KXNBAGAME,game_winner,Game 6: Denver at Minnesota Winner?,Minnesota,Minnesota,yes,1,finalized,2026-04-28T07:06:00Z,2026-05-01T04:23:43Z,2026-04-30T20:00:00Z,18826183.34,9884733.82,1777570200,expected_expiration-150m,1777570200,0.32,0.33,0.325,0.33,111
KXNBAGAME-26APR30NYKATL-ATL,KXNBAGAME-26APR30NYKATL,KXNBAGAME,game_winner,Game 6: New York at Atlanta Winner?,Atlanta,Atlanta,no,0,finalized,2026-04-27T07:06:00Z,2026-05-01T01:44:43Z,2026-04-30T20:00:00Z,7387556.48,6350081.79,1777570200,expected_expiration-150m,1777570200,0.43,0.44,0.435,0.44,108
KXNBAGAME-26MAY09OKCLAL-LAL,KXNBAGAME-26MAY09OKCLAL,KXNBAGAME,game_winner,Game 3: Oklahoma City at Los Angeles L Winner?,Los Angeles L,Los Angeles L,no,0,finalized,2026-05-03T02:55:00Z,2026-05-10T02:59:11Z,2026-05-10T03:30:00Z,23825966.92,15756019.79,1778374800,expected_expiration-150m,1778374800,0.17,0.18,0.175,0.18,111
KXNBAGAME-26APR29HOULAL-HOU,KXNBAGAME-26APR29HOULAL,KXNBAGAME,game_winner,Game 5: Houston at Los Angeles L Winner?,Houston,Houston,yes,1,finalized,2026-04-27T05:16:00Z,2026-04-30T04:48:46Z,2026-04-30T05:00:00Z,14079077.59,7586614.50,1777516200,expected_expiration-150m,1777516200,0.35,0.36,0.355,0.36,111
KXNBAGAME-26MAY01DETORL-ORL,KXNBAGAME-26MAY01DETORL,KXNBAGAME,game_winner,Game 6: Detroit at Orlando Winner?,Orlando,Orlando,no,0,finalized,2026-04-30T02:27:00Z,2026-05-02T01:43:12Z,2026-05-01T20:00:00Z,17278702.65,7381160.85,1777656600,expected_expiration-150m,1777656600,0.39,0.4,0.395,0.4,111
KXNBAGAME-26MAY01CLETOR-TOR,KXNBAGAME-26MAY01CLETOR,KXNBAGAME,game_winner,Game 6: Cleveland at Toronto Winner?,Toronto,Toronto,yes,1,finalized,2026-04-27T07:06:00Z,2026-05-02T02:34:27Z,2026-05-01T20:00:00Z,12109948.17,4436596.93,1777656600,expected_expiration-150m,1777656600,0.37,0.38,0.375,0.38,109
KXNBAGAME-26MAY15SASMIN-MIN,KXNBAGAME-26MAY15SASMIN,KXNBAGAME,game_winner,Game 6: San Antonio at Minnesota Winner?,Minnesota,Minnesota,no,0,finalized,2026-05-11T04:06:00Z,2026-05-16T04:25:14Z,2026-05-15T20:00:00Z,22243360.86,17286782.13,1778866200,expected_expiration-150m,1778866200,0.34,0.35,0.345,0.35,111
KXNBAGAME-26APR29TORCLE-TOR,KXNBAGAME-26APR29TORCLE,KXNBAGAME,game_winner,Game 5: Toronto at Cleveland Winner?,Toronto,Toronto,no,0,finalized,2026-04-27T05:16:00Z,2026-04-30T02:18:59Z,2026-04-30T02:30:00Z,14475650.07,7774856.70,1777507200,expected_expiration-150m,1777507200,0.39,0.4,0.395,0.4,111
KXNBAGAME-26APR29ORLDET-DET,KXNBAGAME-26APR29ORLDET,KXNBAGAME,game_winner,Game 5: Orlando at Detroit Winner?,Detroit,Detroit,yes,1,finalized,2026-04-27T05:16:00Z,2026-04-30T01:43:51Z,2026-04-30T02:00:00Z,6176388.36,4349148.57,1777505400,expected_expiration-150m,1777505400,0.85,0.86,0.855,0.86,111
KXNBAGAME-26APR30NYKATL-NYK,KXNBAGAME-26APR30NYKATL,KXNBAGAME,game_winner,Game 6: New York at Atlanta Winner?,New York,New York,yes,1,finalized,2026-04-27T07:06:00Z,2026-05-01T01:44:43Z,2026-04-30T20:00:00Z,7237909.69,4667851.10,1777570200,expected_expiration-150m,1777570200,0.57,0.58,0.575,0.58,111
